id,plan_id,payer_id,drug_name,state_name,coverage_status,drug_tier,drug_requirements,is_prior_authorization_required,is_step_therapy_required,is_quantity_limit_applied,confidence_score,source_url,plan_name,payer_name,file_name,ndc_code,jcode,coverage_details,status
ae4cfe6e-0fcb-4013-b98e-fc921ecb9968,d9cc32fe-a7a2-4213-a3d1-c2625c6a21a8,f223355a-5a7a-4b6f-b06b-e17ddc71e68e,rosuvastatin 20mg (Crestor),Georgia,Covered,Tier 1,"PA, QL",Yes,No,Yes,0.95,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/formularies/mas/medicaid-famis-preferred-drug-list-mas-en-2025-drug-formulary.pdf,Medicaid and FAMIS Preferred Drug List,Kaiser Permanente,Georgia_Kaiser Permanente_Medicaid and FAMIS Preferred Drug List.pdf,,,,completed
fb62b85c-57e1-41a3-8ced-0536df6f5967,d9cc32fe-a7a2-4213-a3d1-c2625c6a21a8,f223355a-5a7a-4b6f-b06b-e17ddc71e68e,simvastatin 10mg (Zocor),Georgia,Covered,Tier 1,"PA, QL",Yes,No,Yes,0.95,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/formularies/mas/medicaid-famis-preferred-drug-list-mas-en-2025-drug-formulary.pdf,Medicaid and FAMIS Preferred Drug List,Kaiser Permanente,Georgia_Kaiser Permanente_Medicaid and FAMIS Preferred Drug List.pdf,,,,completed
4713fde1-de5d-4a8a-8403-d2386e1338eb,d9cc32fe-a7a2-4213-a3d1-c2625c6a21a8,f223355a-5a7a-4b6f-b06b-e17ddc71e68e,BEXAROTENE,Georgia,Covered,1,,No,No,No,0.95,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/formularies/mas/medicaid-famis-preferred-drug-list-mas-en-2025-drug-formulary.pdf,Medicaid and FAMIS Preferred Drug List,Kaiser Permanente,Georgia_Kaiser Permanente_Medicaid and FAMIS Preferred Drug List.pdf,,,,completed
d14deb3b-fa1f-44a1-b5c2-ac84d562c792,d9cc32fe-a7a2-4213-a3d1-c2625c6a21a8,f223355a-5a7a-4b6f-b06b-e17ddc71e68e,BICALUTAMIDE,Georgia,Covered,1,,No,No,No,0.95,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/formularies/mas/medicaid-famis-preferred-drug-list-mas-en-2025-drug-formulary.pdf,Medicaid and FAMIS Preferred Drug List,Kaiser Permanente,Georgia_Kaiser Permanente_Medicaid and FAMIS Preferred Drug List.pdf,,,,completed
76d3b1ea-51c5-42a3-9b00-5b04e3074b87,d9cc32fe-a7a2-4213-a3d1-c2625c6a21a8,f223355a-5a7a-4b6f-b06b-e17ddc71e68e,BICNU,Georgia,Covered,2,,No,No,No,0.95,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/formularies/mas/medicaid-famis-preferred-drug-list-mas-en-2025-drug-formulary.pdf,Medicaid and FAMIS Preferred Drug List,Kaiser Permanente,Georgia_Kaiser Permanente_Medicaid and FAMIS Preferred Drug List.pdf,,,,completed
59bab87b-a1bc-4165-bd75-db3e681417b1,d9cc32fe-a7a2-4213-a3d1-c2625c6a21a8,f223355a-5a7a-4b6f-b06b-e17ddc71e68e,BLEOMYCIN SULFATE,Georgia,Covered,1,,No,No,No,0.95,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/formularies/mas/medicaid-famis-preferred-drug-list-mas-en-2025-drug-formulary.pdf,Medicaid and FAMIS Preferred Drug List,Kaiser Permanente,Georgia_Kaiser Permanente_Medicaid and FAMIS Preferred Drug List.pdf,,,,completed
663d73f1-1ff7-4de1-9045-217464b1b0b3,d9cc32fe-a7a2-4213-a3d1-c2625c6a21a8,f223355a-5a7a-4b6f-b06b-e17ddc71e68e,BORTEZOMIB,Georgia,Covered,1,,No,No,No,0.95,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/formularies/mas/medicaid-famis-preferred-drug-list-mas-en-2025-drug-formulary.pdf,Medicaid and FAMIS Preferred Drug List,Kaiser Permanente,Georgia_Kaiser Permanente_Medicaid and FAMIS Preferred Drug List.pdf,,,,completed
b258c5de-5da7-4d71-92aa-47bc8c68767e,d9cc32fe-a7a2-4213-a3d1-c2625c6a21a8,f223355a-5a7a-4b6f-b06b-e17ddc71e68e,BRUKINSA,Georgia,Covered,2,,No,No,No,0.95,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/formularies/mas/medicaid-famis-preferred-drug-list-mas-en-2025-drug-formulary.pdf,Medicaid and FAMIS Preferred Drug List,Kaiser Permanente,Georgia_Kaiser Permanente_Medicaid and FAMIS Preferred Drug List.pdf,,,,completed
935d5f06-9e63-45ee-88d6-ff21892bb8af,d9cc32fe-a7a2-4213-a3d1-c2625c6a21a8,f223355a-5a7a-4b6f-b06b-e17ddc71e68e,BUSULFAN,Georgia,Covered,"1,2",,No,No,No,0.95,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/formularies/mas/medicaid-famis-preferred-drug-list-mas-en-2025-drug-formulary.pdf,Medicaid and FAMIS Preferred Drug List,Kaiser Permanente,Georgia_Kaiser Permanente_Medicaid and FAMIS Preferred Drug List.pdf,,,,completed
ed6e1ea5-7d71-4592-a5cf-67710904620f,d9cc32fe-a7a2-4213-a3d1-c2625c6a21a8,f223355a-5a7a-4b6f-b06b-e17ddc71e68e,CALQUENCE,Georgia,Covered,2,,No,No,No,0.95,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/formularies/mas/medicaid-famis-preferred-drug-list-mas-en-2025-drug-formulary.pdf,Medicaid and FAMIS Preferred Drug List,Kaiser Permanente,Georgia_Kaiser Permanente_Medicaid and FAMIS Preferred Drug List.pdf,,,,completed
